"id","school_id","studytour_content","create_by","create_date","update_by","update_date","remarks","del_flag"
"72a71e02219b491d86d09935c007e25f","32e65a9836284ef4a923545be3f53901","2014.7新西兰10人；2015.7新西兰36人			
","f6cfbc34972843baa12fc15389374404","2018-03-29 16:36:24","f6cfbc34972843baa12fc15389374404","2018-03-29 16:36:24",NULL,"0"
"730758a6561d4873a5e5ecef94944c3a","f650b8e4d894494a9b49a610f5de75fa","2014.7新西兰10人；2015.7新西兰36人			
","f6cfbc34972843baa12fc15389374404","2018-03-29 20:11:23","f6cfbc34972843baa12fc15389374404","2018-03-29 20:11:23",NULL,"0"
"7568c1f390024ab8bb12e75daf3ae1c7","efb8b2c964c44be49a3cc90b90d2b195","2014.7新西兰7人；2016.7新西兰16人
","f6cfbc34972843baa12fc15389374404","2018-03-28 17:43:52","f6cfbc34972843baa12fc15389374404","2018-03-28 17:44:16",NULL,"1"
"7977a08eab2f4eb1b488ff7a5d0db294","d0016634aaa843cab89403cb774443ee","2015.2新西兰38人","f6cfbc34972843baa12fc15389374404","2018-03-29 20:15:59","f6cfbc34972843baa12fc15389374404","2018-03-29 20:15:59",NULL,"0"
"7b856223b46748699070f49381baa8a0","595730f11a474b79bc21368cef7a29dc","2015.7新西兰10人
","f6cfbc34972843baa12fc15389374404","2018-03-29 09:09:02","f6cfbc34972843baa12fc15389374404","2018-03-29 09:09:37",NULL,"1"
"7dac47c38bd64af5ac9ba14d2d281f3d","c1eb1d43b7a94de49d498436640f701c","2015.7新西兰12人
","f6cfbc34972843baa12fc15389374404","2018-03-29 09:08:01","f6cfbc34972843baa12fc15389374404","2018-03-29 09:09:02",NULL,"1"
"82e36a2fbf9f4422beb86881e9569cf6","16bf1f0b3e614d929e675a378a2803ad","2015.2新西兰17人；2017.2新西兰14人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:03:59","f6cfbc34972843baa12fc15389374404","2018-03-29 17:03:59",NULL,"0"
"86a70b0377564917bf76c9210995d92e","90af09d34d6547fb9c457357a88f3ae9","2015.2新西兰32人
","f6cfbc34972843baa12fc15389374404","2018-03-29 15:23:47","f6cfbc34972843baa12fc15389374404","2018-03-29 15:23:47",NULL,"0"
"89ec680c298a46eb94e78e78cb6f315f","efb8b2c964c44be49a3cc90b90d2b195","2014.7新西兰7人；2016.7新西兰16人
","f6cfbc34972843baa12fc15389374404","2018-03-28 17:50:00","f6cfbc34972843baa12fc15389374404","2018-03-29 09:07:27",NULL,"1"
"8b70192f8ece4299af36589aab3436f3","f97d7b0ed4b244bd8ef7d3fcb8438883","2015.7新西兰28人；2017.7新西兰25人","f6cfbc34972843baa12fc15389374404","2018-03-29 17:20:33","f6cfbc34972843baa12fc15389374404","2018-03-29 17:20:33",NULL,"0"
